job_id,com_id,pos_id,area_id
91548519,49832282,100101,64
91548142,73188868,100101,113
91548052,9655047,100101,115
91547248,9900523,100101,10
91547223,68651257,100101,25
91547058,71704695,100101,127
91546980,1901749,100101,11
91546342,71173257,100101,19
91546237,2800490,100101,11
91546195,51350259,100101,49
91546088,71710436,100101,196
91545644,71728905,100101,162
91545642,50513390,100101,16
91542678,9590873,100101,9
91541245,73133540,100101,220
91539365,1883029,100101,8
91536362,490030,100101,10
91534197,9591937,100101,231
91533866,9590084,100101,111
91533856,9590084,100101,111
91533853,9590084,100101,221
91532243,490030,100101,10
91529879,1266152,100101,14
91529427,69013629,100101,223
91529420,69013629,100101,223
91529349,69434698,100101,216
91529237,69432085,100101,22
91529017,70673356,100101,63
91523032,73183342,100101,278
91516438,73133042,100101,215
91513330,72118318,100101,262
91512978,10346053,100101,26
91512664,48510223,100101,19
91512521,73083034,100101,255
91512501,72118318,100101,262
91509078,50560413,100101,51
91503823,69015086,100101,13
91493426,51550304,100101,84
91486861,9721433,100101,9
91483337,10346053,100101,26
91479907,70023771,100101,48
91478530,1883029,100101,8
91478513,1883029,100101,8
91469966,71694025,100101,19
91468581,73173634,100101,270
91461785,1346677,100101,21
91461781,1346677,100101,21
91461776,1346677,100101,21
91460317,490030,100101,13
91458938,68790723,100101,43
91445861,72522211,100101,258
91422426,490030,100101,10
91416423,72555316,100101,64
91414295,68649536,100101,48
91303455,36056025,100101,48
91303382,36056025,100101,11
91296295,54935461,100101,276
91293504,490030,100101,13
91282243,50566778,100101,175
91281551,67213937,100101,11
91279665,71486346,100101,7
91240589,69043097,100101,110
91240559,69043097,100101,110
91223215,73156420,100101,48
91223212,73156420,100101,11
91223200,73156420,100101,61
91207787,48510601,100101,64
91181958,72558855,100105,21
91488983,73088222,100105,115
91548533,73195273,100105,113
91548219,10068362,100105,259
91547580,9910082,100105,262
91547210,68006638,100105,158
91546916,9528653,100105,267
91544682,73195154,100105,290
91534973,72517356,100105,118
91531579,940149,100105,264
91519494,70669471,100105,163
91518864,8961066,100105,56
91512214,71701211,100105,259
91504023,70446795,100105,19
91503810,69015086,100105,13
91499807,3225495,100105,160
91493502,69617870,100105,13
91493264,390206,100105,255
91491622,36088720,100105,14
91479978,2001409,100105,13
91478259,52006836,100105,7
91495908,73177003,100105,113
91449731,73172419,100105,259
91426743,72455229,100105,49
91305684,55134176,100105,7
91289597,72087042,100105,260
91272296,73150265,100105,31
91234795,69191388,100105,113
91144562,70026043,100105,118
91130221,36073490,100105,100
86029215,2786150,100105,10
86018369,72562609,100105,113
85967239,71722737,100105,64
85959206,69191388,100105,113
85951068,1096927,100105,22
85877716,71728663,100105,112
85854060,9770549,100105,239
85238432,68787405,100105,257
85152301,1346677,100105,21
84863613,72197301,100105,82
84863509,72197301,100105,82
80241434,71954630,100105,93
80216310,1883029,100105,8
80206043,50920165,100105,9
79896763,55134176,100105,7
79791455,50507288,100105,228
79514474,575063,100105,136
78579393,69382416,100105,260
78431692,70673356,100105,48
78259953,70026043,100105,118
77113684,61360210,100105,68
77105706,9722529,100105,43
75990995,50630856,100105,255
75742205,50950179,100105,175
53711101,36085696,100105,7
91544572,69398596,100105,16
91533146,73133006,100105,228
91532482,73194408,100105,53
91530081,69593879,100105,43
91527352,73144556,100105,112
91521806,9515101,100105,20
91499985,71602037,100105,13
91495893,296521,100105,252
91494980,83,100105,16
91488966,73178935,100105,110
91472743,71722529,100105,9
91470601,51692420,100105,115
91466010,1268117,100105,50
91458076,69452652,100105,38
91445322,305706,100105,38
91441937,72553856,100105,253
91418295,330329,100106,115
91148707,71961916,100106,221
91135349,2787695,100106,10
85935699,69588457,100106,20
79125285,2787695,100106,10
78480574,1110090,100106,10
78397300,71961916,100106,221
91495366,83,100106,16
91421098,2140130,100106,118
91416562,70700373,100106,217
91302525,52006408,100106,254
91231536,72195494,100106,110
86011113,10478,100106,117
85991161,71704573,100106,19
85888054,72559110,100106,10
84999215,50630856,100106,255
84851609,68967409,100106,112
78604380,1850427,100106,136
76182888,10396192,100106,116
75597322,1883656,100106,13
70769162,1098238,100106,7
54573757,48880391,100106,110
53740002,8636189,100106,117
91543269,72567466,100106,258
91539436,9680060,100106,150
91518020,73146660,100106,48
91514891,50753837,100106,16
91514549,1285950,100106,10
91508433,73146724,100106,55
91502467,125426,100106,16
91495593,71304264,100106,221
91487671,72466748,100106,8
91475873,72190627,100106,13
91473236,9598280,100106,124
91465006,1816977,100106,33
91268457,69616317,100106,11
91165790,73083222,100106,24
86004600,72016270,100106,113
85866462,35868188,100106,15
85855465,1853816,100106,259
85834061,51870231,100106,11
85237206,51870231,100106,11
84880073,71967624,100106,32
84871880,72111069,100106,254
84840637,68002159,100106,82
84835701,70473265,100106,14
80191480,71057240,100106,253
79884519,7185036,100106,108
79877386,8960713,100106,22
79580191,49825450,100106,11
77322646,10001323,100106,27
77028657,9990076,100106,9
71339509,9590380,100106,149
56325982,7185036,100106,108
55730381,35868188,100106,15
91542679,50557526,100106,119
91520537,73190202,100106,19
91498483,3228347,100106,264
91494727,51831958,100106,142
91487623,9995349,100106,112
91464813,72163644,100106,113
91430945,36082090,100106,24
91249506,125304,100106,44
91215311,9995349,100106,112
91148404,72457511,100106,19
85946673,71693766,100106,114
85146516,72523512,100106,43
79937635,2170018,100106,114
79585342,9628417,100106,11
78310830,71725024,100106,9
77337282,50817965,100106,11
76488457,69190362,100106,7
56667530,51870210,100106,49
53390746,500299,100106,56
91549108,73168904,100107,10
91549031,71720799,100107,129
91548859,9723314,100107,26
91547747,73168904,100107,10
91547624,70022280,100107,112
91547502,71534797,100107,19
91547212,73178098,100107,22
91546584,68787220,100107,297
91545892,73194894,100107,140
91545762,71534797,100107,19
91545193,36083477,100107,255
91540884,73139647,100107,10
91539545,73168904,100107,10
91535190,73168904,100107,10
91530033,49825976,100107,25
91529290,71698957,100107,196
91528725,71711172,100107,77
91528715,71711172,100107,330
91526184,73168904,100107,10
91523654,73168904,100107,10
91522357,73168904,100107,10
91510959,69626665,100107,11
91489002,490030,100107,10
91483816,72530326,100107,219
91478392,9690120,100107,217
91469260,51580186,100107,110
91426622,71698957,100107,196
91293434,49860151,100107,110
91290970,73144866,100107,10
91286392,72017471,100107,9
91277717,51742984,100107,8
91272151,51729350,100107,65
91240901,73156808,100107,13
91240261,73139647,100107,10
91223675,2802741,100107,9
91222123,2900221,100107,18
91221543,153237,100107,111
91198407,71954162,100107,162
91150531,73140401,100107,221
91150528,73140401,100107,221
91134588,50921741,100107,11
86023380,69622094,100107,267
86019807,73145419,100107,24
86019798,73145419,100107,20
85913274,70698935,100107,113
85907448,71711172,100107,330
85907432,71711172,100107,77
85894643,2745127,100107,113
85888178,36058912,100107,8
85885770,51471487,100107,59
85202996,69440043,100107,227
85202272,2900221,100107,14
85176129,71711172,100107,84
85176120,71711172,100107,78
85176045,71711172,100107,78
85176040,71711172,100107,84
85160033,73145419,100107,48
85158947,305524,100107,167
85130292,71726564,100107,132
85114873,50576777,100107,290
85090916,50062410,100107,255
85068486,50351850,100107,218
85041621,33951225,100107,64
84848920,71953004,100107,260
84827674,71681200,100107,114
84814957,9782914,100107,162
84807577,69454877,100107,10
84807052,9781129,100107,112
80251642,51545049,100107,84
80190452,69454877,100107,253
80184279,71726564,100107,132
80114423,69588457,100107,107
80104132,71694384,100107,68
80097417,70673553,100107,16
91533496,50135560,100108,250
76437703,47154,100108,21
76036686,47154,100108,9
91495922,73177769,100108,9
91486706,69359131,100108,332
91549363,69446828,100108,111
91548820,52115136,100108,57
91548817,52115136,100108,48
91548357,8945197,100108,255
91548268,435348,100108,117
91548159,72453884,100108,259
91548125,435348,100108,117
91548016,69615722,100108,108
91547872,2134012,100108,68
91547863,71486346,100108,15
91547648,50516995,100108,11
91547371,70470909,100108,9
91547368,70470909,100108,9
91547366,70470909,100108,9
91547362,70470909,100108,9
91152301,69627286,100108,48
85947503,72573356,100108,125
91547287,67983329,100108,61
91547286,67983329,100108,61
91547284,67983329,100108,61
91547275,67983329,100108,61
91547201,8563,100108,113
91547099,72570302,100108,19
91546677,490030,100108,13
91546611,2002089,100108,48
91546601,2002089,100108,10
91546599,2002089,100108,17
91546383,73074086,100108,31
91546311,72163644,100108,113
91546155,69423936,100108,49
91545976,73089028,100108,267
91545967,73195056,100108,137
91545777,71721692,100108,79
91545696,72570890,100108,21
91545668,50513390,100108,16
91545662,50513390,100108,16
91545606,70470909,100108,9
91545589,71728905,100108,164
91545584,71728905,100108,162
91545542,71728905,100108,162
91545257,72470821,100108,254
91545110,71056174,100108,28
91541791,50741780,100108,195
91541185,435348,100108,115
91540816,71531001,100108,116
91538387,51390515,100108,114
91538385,51390515,100108,115
91535972,1817535,100108,138
91535095,71956640,100108,290
91534263,72529656,100108,221
91534261,72529656,100108,221
91534257,72529656,100108,221
91534240,72529656,100108,221
91534045,9590084,100108,221
91532451,71698690,100108,139
91532240,490030,100108,13
91530259,50390667,100108,337
91528727,71711172,100108,77
91528402,48328527,100108,245
91527178,535237,100108,13
91526861,71707477,100108,259
91526638,10068362,100108,195
91526567,72453884,100108,254
91526510,72453884,100108,260
91526496,50502838,100108,119
91525291,69424978,100108,255
91524288,1817535,100108,138
91522912,72516416,100108,13
